code_insee,nom_commune,code_departement,code_region,annee,nb_mutations,nb_maisons,nb_appartements,prop_maison,prop_appartement,prix_moyen,prix_m2_moyen,surface_moyenne,population,latitude,longitude
41205,Saint-Cyr-du-Gault,41,24.0,2024,3,3.0,0.0,0.0,100.0,87333,921,92,173.0,47.6152,1.0319
41206,Saint-Denis-sur-Loire,41,24.0,2024,2,2.0,0.0,0.0,100.0,237500,2112,113,904.0,47.6344,1.3755
41207,Saint-Dyé-sur-Loire,41,24.0,2024,8,8.0,0.0,0.0,100.0,147962,1467,94,1153.0,47.6512,1.4961
41209,Saint-Firmin-des-Prés,41,24.0,2024,7,7.0,0.0,0.0,100.0,182143,1879,98,744.0,47.8441,1.1039
41211,Saint-Georges-sur-Cher,41,24.0,2024,39,38.0,1.0,3.0,97.0,142203,1790,80,2710.0,47.3027,1.1346
41212,Saint-Gervais-la-Forêt,41,24.0,2024,39,38.0,1.0,3.0,97.0,214132,2121,100,3180.0,47.5642,1.3582
41214,Saint-Hilaire-la-Gravelle,41,24.0,2024,6,6.0,0.0,0.0,100.0,122833,1506,83,652.0,47.9308,1.1785
41216,Saint-Jean-Froidmentel,41,24.0,2024,12,12.0,0.0,0.0,100.0,84284,991,92,505.0,47.9622,1.2089
41217,Saint-Julien-de-Chédon,41,24.0,2024,11,11.0,0.0,0.0,100.0,136477,1473,96,791.0,47.3188,1.2063
41218,Saint-Julien-sur-Cher,41,24.0,2024,12,12.0,0.0,0.0,100.0,159252,1987,92,742.0,47.2634,1.7794
41219,Saint-Laurent-des-Bois,41,24.0,2024,3,3.0,0.0,0.0,100.0,123333,1146,122,330.0,47.8581,1.468
41220,Saint-Laurent-Nouan,41,24.0,2024,33,33.0,0.0,0.0,100.0,176125,1580,114,4236.0,47.7056,1.6332
41221,Saint-Léonard-en-Beauce,41,24.0,2024,10,10.0,0.0,0.0,100.0,135394,1136,117,634.0,47.8287,1.3651
41222,Saint-Loup,41,24.0,2024,4,4.0,0.0,0.0,100.0,83000,1364,64,354.0,47.2538,1.8268
41223,Saint-Lubin-en-Vergonnois,41,24.0,2024,6,6.0,0.0,0.0,100.0,121045,1490,84,774.0,47.6182,1.2155
41224,Saint-Marc-du-Cor,41,24.0,2024,1,1.0,0.0,0.0,100.0,94000,803,117,183.0,47.9677,0.9696
41225,Saint-Martin-des-Bois,41,24.0,2024,11,11.0,0.0,0.0,100.0,138841,1483,92,582.0,47.7251,0.8292
41226,Saint-Ouen,41,24.0,2024,37,37.0,0.0,0.0,100.0,173096,1639,107,3041.0,47.8238,1.0673
41228,Saint-Rimay,41,24.0,2024,6,6.0,0.0,0.0,100.0,144758,1627,96,294.0,47.7683,0.9194
41229,Saint-Romain-sur-Cher,41,24.0,2024,13,13.0,0.0,0.0,100.0,116388,1209,99,1473.0,47.3169,1.3902
41230,Saint-Sulpice-de-Pommeray,41,24.0,2024,14,13.0,1.0,7.0,93.0,203974,2063,100,1829.0,47.6016,1.265
41231,Saint-Viâtre,41,24.0,2024,14,14.0,0.0,0.0,100.0,154686,1517,101,1180.0,47.5119,1.937
41232,Salbris,41,24.0,2024,78,74.0,4.0,5.0,95.0,122624,1517,88,4809.0,47.4194,2.0427
41233,Sambin,41,24.0,2024,11,11.0,0.0,0.0,100.0,147445,1485,105,862.0,47.4311,1.2722
41234,Santenay,41,24.0,2024,3,3.0,0.0,0.0,100.0,200000,4152,79,296.0,47.5658,1.0998
41235,Sargé-sur-Braye,41,24.0,2024,15,15.0,0.0,0.0,100.0,111501,1283,85,945.0,47.9351,0.8646
41236,Sasnières,41,24.0,2024,1,1.0,0.0,0.0,100.0,98000,1849,53,88.0,47.7234,0.9252
41237,Sassay,41,24.0,2024,19,19.0,0.0,0.0,100.0,155748,1747,89,1142.0,47.3922,1.443
41238,Savigny-sur-Braye,41,24.0,2024,32,26.0,6.0,19.0,81.0,87503,1508,71,1962.0,47.8666,0.838
41239,Seigy,41,24.0,2024,13,12.0,1.0,8.0,92.0,153461,1680,94,971.0,47.2558,1.3751
41241,Selles-Saint-Denis,41,24.0,2024,15,15.0,0.0,0.0,100.0,189048,1561,127,1334.0,47.3851,1.9022
41242,Selles-sur-Cher,41,24.0,2024,57,56.0,1.0,2.0,98.0,103979,1420,80,4184.0,47.2778,1.5628
41243,Selommes,41,24.0,2024,6,6.0,0.0,0.0,100.0,114333,1361,87,785.0,47.7652,1.2101
41245,Séris,41,24.0,2024,4,4.0,0.0,0.0,100.0,158250,1289,124,388.0,47.7552,1.5074
41246,Seur,41,24.0,2024,5,5.0,0.0,0.0,100.0,209000,1410,143,479.0,47.514,1.3374
41247,Soings-en-Sologne,41,24.0,2024,19,19.0,0.0,0.0,100.0,163127,1539,107,1546.0,47.4151,1.5245
41248,Couëtron-au-Perche,41,24.0,2024,16,16.0,0.0,0.0,100.0,98699,1234,81,1043.0,48.0573,0.894
41249,Souesmes,41,24.0,2024,17,17.0,0.0,0.0,100.0,129629,1312,101,999.0,47.4596,2.1632
41250,Sougé,41,24.0,2024,2,2.0,0.0,0.0,100.0,210450,1445,135,484.0,47.7812,0.7231
41251,Souvigny-en-Sologne,41,24.0,2024,2,2.0,0.0,0.0,100.0,137500,1850,75,495.0,47.6427,2.1732
41252,Suèvres,41,24.0,2024,15,15.0,0.0,0.0,100.0,157684,1662,90,1564.0,47.685,1.4552
41253,Talcy,41,24.0,2024,1,1.0,0.0,0.0,100.0,138000,2091,66,279.0,47.7697,1.4425
41255,Ternay,41,24.0,2024,6,6.0,0.0,0.0,100.0,112764,1157,103,331.0,47.7356,0.7721
41256,Theillay,41,24.0,2024,11,11.0,0.0,0.0,100.0,135536,1360,98,1258.0,47.317,2.0409
41258,Thésée,41,24.0,2024,15,15.0,0.0,0.0,100.0,135593,1326,105,1152.0,47.3201,1.3245
41259,Thoré-la-Rochette,41,24.0,2024,12,12.0,0.0,0.0,100.0,151708,1543,105,810.0,47.787,0.9716
41260,Thoury,41,24.0,2024,1,1.0,0.0,0.0,100.0,187000,1069,175,430.0,47.6194,1.606
41261,Tourailles,41,24.0,2024,1,1.0,0.0,0.0,100.0,157500,1750,90,129.0,47.691,1.1547
41262,Tour-en-Sologne,41,24.0,2024,9,9.0,0.0,0.0,100.0,187493,2306,93,1140.0,47.5509,1.5137
41265,Troo,41,24.0,2024,6,6.0,0.0,0.0,100.0,171667,1887,122,309.0,47.7924,0.7765
41267,Vallières-les-Grandes,41,24.0,2024,6,6.0,0.0,0.0,100.0,166971,2148,81,943.0,47.409,1.1431
41269,Vendôme,41,24.0,2024,206,129.0,77.0,37.0,63.0,158780,1860,84,15758.0,47.7995,1.0646
41271,Vernou-en-Sologne,41,24.0,2024,3,3.0,0.0,0.0,100.0,121667,1134,137,550.0,47.4976,1.6964
41273,Vievy-le-Rayé,41,24.0,2024,5,5.0,0.0,0.0,100.0,96060,1113,81,470.0,47.8681,1.2936
41274,Villavard,41,24.0,2024,1,1.0,0.0,0.0,100.0,110000,1375,80,122.0,47.7519,0.9057
41275,La Ville-aux-Clercs,41,24.0,2024,12,12.0,0.0,0.0,100.0,154323,1256,126,1200.0,47.9185,1.0977
41276,Villebarou,41,24.0,2024,28,26.0,2.0,7.0,93.0,192023,2034,95,2584.0,47.6252,1.3187
41277,Villebout,41,24.0,2024,1,1.0,0.0,0.0,100.0,24500,544,45,118.0,47.9868,1.1724
41278,Villechauve,41,24.0,2024,4,4.0,0.0,0.0,100.0,150750,1282,112,256.0,47.6476,0.9439
41279,Villedieu-le-Château,41,24.0,2024,6,6.0,0.0,0.0,100.0,100150,1348,81,381.0,47.713,0.6374
41280,Villefranche-sur-Cher,41,24.0,2024,35,35.0,0.0,0.0,100.0,136806,1405,98,2678.0,47.3093,1.757
41282,Villeherviers,41,24.0,2024,2,2.0,0.0,0.0,100.0,197500,1545,124,408.0,47.3583,1.8187
41283,Villemardy,41,24.0,2024,2,2.0,0.0,0.0,100.0,152290,1046,147,264.0,47.724,1.1894
41284,Villeneuve-Frouville,41,24.0,2024,2,2.0,0.0,0.0,100.0,161225,1202,141,63.0,47.7846,1.3169
41285,Villeny,41,24.0,2024,6,6.0,0.0,0.0,100.0,139367,1599,87,487.0,47.6175,1.751
41286,Villeporcher,41,24.0,2024,3,3.0,0.0,0.0,100.0,119333,1408,80,146.0,47.6439,0.9928
41287,Villerable,41,24.0,2024,3,3.0,0.0,0.0,100.0,167167,1599,117,485.0,47.7588,1.0363
41288,Villerbon,41,24.0,2024,6,6.0,0.0,0.0,100.0,161803,1848,97,849.0,47.6643,1.3607
41289,Villermain,41,24.0,2024,7,7.0,0.0,0.0,100.0,159437,1226,123,390.0,47.8579,1.532
41290,Villeromain,41,24.0,2024,2,2.0,0.0,0.0,100.0,148700,1246,142,216.0,47.7199,1.1463
41291,Villetrun,41,24.0,2024,2,2.0,0.0,0.0,100.0,152200,1351,120,316.0,47.786,1.1635
41292,Villexanton,41,24.0,2024,3,3.0,0.0,0.0,100.0,153000,1484,100,198.0,47.7411,1.4471
41293,Villiersfaux,41,24.0,2024,3,3.0,0.0,0.0,100.0,145000,923,132,246.0,47.7456,0.9801
41294,Villiers-sur-Loir,41,24.0,2024,15,15.0,0.0,0.0,100.0,164660,1840,84,1105.0,47.8076,0.9951
41295,Vineuil,41,24.0,2024,60,58.0,2.0,3.0,97.0,193763,2199,90,8064.0,47.5855,1.3886
41296,Vouzon,41,24.0,2024,15,15.0,0.0,0.0,100.0,193463,1835,108,1414.0,47.6347,2.0348
41297,Yvoy-le-Marron,41,24.0,2024,3,3.0,0.0,0.0,100.0,529450,2434,139,746.0,47.6382,1.8543
42001,Aboën,42,84.0,2024,5,5.0,0.0,0.0,100.0,149480,1860,88,481.0,45.4097,4.127
42002,Ailleux,42,84.0,2024,1,1.0,0.0,0.0,100.0,135000,1607,84,175.0,45.7981,3.9363
42003,Ambierle,42,84.0,2024,12,12.0,0.0,0.0,100.0,157750,1802,92,1865.0,46.1068,3.8953
42005,Andrézieux-Bouthéon,42,84.0,2024,98,42.0,56.0,57.0,43.0,196408,2230,85,10425.0,45.5353,4.2773
42006,Apinac,42,84.0,2024,7,7.0,0.0,0.0,100.0,204410,2261,99,437.0,45.3935,3.9939
42007,Arcinges,42,84.0,2024,4,4.0,0.0,0.0,100.0,85275,849,100,216.0,46.1351,4.2877
42008,Arcon,42,84.0,2024,1,1.0,0.0,0.0,100.0,90000,2432,37,106.0,46.0091,3.8669
42009,Arthun,42,84.0,2024,3,3.0,0.0,0.0,100.0,144167,1426,101,532.0,45.7653,4.0369
42010,Aveizieux,42,84.0,2024,12,12.0,0.0,0.0,100.0,242361,2217,110,1701.0,45.5708,4.3762
42011,Balbigny,42,84.0,2024,29,27.0,2.0,7.0,93.0,171201,1683,102,2911.0,45.8299,4.1813
42012,Bard,42,84.0,2024,9,9.0,0.0,0.0,100.0,205522,2075,100,700.0,45.5903,3.989
42013,Bellegarde-en-Forez,42,84.0,2024,11,10.0,1.0,9.0,91.0,192686,1534,112,2019.0,45.6409,4.3089
42014,Belleroche,42,84.0,2024,6,6.0,0.0,0.0,100.0,129167,1452,96,313.0,46.1591,4.4103
42015,Belmont-de-la-Loire,42,84.0,2024,8,8.0,0.0,0.0,100.0,154064,1389,107,1410.0,46.1612,4.3493
42016,La Bénisson-Dieu,42,84.0,2024,5,5.0,0.0,0.0,100.0,207790,1689,116,429.0,46.1577,4.0469
42017,Le Bessat,42,84.0,2024,11,11.0,0.0,0.0,100.0,221233,2525,92,530.0,45.3723,4.5159
42018,Bessey,42,84.0,2024,7,7.0,0.0,0.0,100.0,232771,2546,92,465.0,45.3899,4.7046
42019,Boën-sur-Lignon,42,84.0,2024,49,40.0,9.0,18.0,82.0,120562,1459,86,3001.0,45.7496,4.0074
42020,Boisset-lès-Montrond,42,84.0,2024,17,14.0,3.0,18.0,82.0,236200,2301,105,1212.0,45.6271,4.2043
42021,Boisset-Saint-Priest,42,84.0,2024,14,14.0,0.0,0.0,100.0,203261,1874,110,1298.0,45.5124,4.1192
42022,Bonson,42,84.0,2024,39,35.0,4.0,10.0,90.0,243036,2378,105,4557.0,45.5226,4.2245
42023,Bourg-Argental,42,84.0,2024,17,11.0,6.0,35.0,65.0,127857,1491,99,2886.0,45.3038,4.5622
42026,Briennon,42,84.0,2024,11,11.0,0.0,0.0,100.0,134794,1719,82,1710.0,46.151,4.0779
42027,Bully,42,84.0,2024,3,3.0,0.0,0.0,100.0,134000,1362,90,451.0,45.9297,3.9955
42028,Burdignes,42,84.0,2024,2,2.0,0.0,0.0,100.0,252500,2941,86,422.0,45.2651,4.5432
42029,Bussières,42,84.0,2024,18,18.0,0.0,0.0,100.0,156128,1727,91,1540.0,45.8397,4.2636
42030,Bussy-Albieux,42,84.0,2024,3,3.0,0.0,0.0,100.0,133000,1540,94,547.0,45.7955,4.0341
42032,Cellieu,42,84.0,2024,6,6.0,0.0,0.0,100.0,271583,3250,82,1731.0,45.5218,4.5307
42033,Le Cergne,42,84.0,2024,4,3.0,1.0,25.0,75.0,100000,1348,74,622.0,46.12,4.3015
42034,Cervières,42,84.0,2024,4,4.0,0.0,0.0,100.0,119412,1094,109,103.0,45.8498,3.7518
42036,Chagnon,42,84.0,2024,2,2.0,0.0,0.0,100.0,299650,4845,75,527.0,45.5337,4.5525
42037,Chalain-d'Uzore,42,84.0,2024,8,8.0,0.0,0.0,100.0,252054,2282,111,696.0,45.6734,4.0599
42038,Chalain-le-Comtal,42,84.0,2024,5,5.0,0.0,0.0,100.0,185510,1853,108,743.0,45.64,4.1747
42039,Chalmazel-Jeansagnière,42,84.0,2024,5,5.0,0.0,0.0,100.0,97112,1031,116,457.0,45.7032,3.8337
42040,La Chamba,42,84.0,2024,2,2.0,0.0,0.0,100.0,124000,1501,88,42.0,45.7545,3.7568
42041,Chambéon,42,84.0,2024,10,10.0,0.0,0.0,100.0,223769,2428,94,665.0,45.6992,4.1682
42042,Chambles,42,84.0,2024,6,6.0,0.0,0.0,100.0,260908,2339,112,1075.0,45.4528,4.2229
42043,Chambœuf,42,84.0,2024,11,11.0,0.0,0.0,100.0,305624,2994,102,1767.0,45.5737,4.3126
42044,Le Chambon-Feugerolles,42,84.0,2024,82,42.0,40.0,49.0,51.0,126805,1523,82,12314.0,45.391,4.3375
42045,La Chambonie,42,84.0,2024,2,2.0,0.0,0.0,100.0,69150,1194,61,39.0,45.7442,3.7587
42046,Champdieu,42,84.0,2024,17,14.0,3.0,18.0,82.0,196267,2065,92,2064.0,45.6394,4.0484
42048,Chandon,42,84.0,2024,19,19.0,0.0,0.0,100.0,204688,1977,104,1423.0,46.1484,4.1998
42049,Changy,42,84.0,2024,8,8.0,0.0,0.0,100.0,178464,1442,117,690.0,46.148,3.9036
42050,La Chapelle-en-Lafaye,42,84.0,2024,2,2.0,0.0,0.0,100.0,189325,1334,135,138.0,45.4609,3.9859
42051,La Chapelle-Villars,42,84.0,2024,2,2.0,0.0,0.0,100.0,312495,3132,104,528.0,45.4804,4.7118
42052,Charlieu,42,84.0,2024,31,14.0,17.0,55.0,45.0,125464,1410,91,3766.0,46.1648,4.1718
42053,Châteauneuf,42,84.0,2024,12,12.0,0.0,0.0,100.0,243719,2430,103,1724.0,45.5185,4.635
42054,Châtelneuf,42,84.0,2024,2,2.0,0.0,0.0,100.0,154500,1215,128,354.0,45.6387,3.9777
42056,Chavanay,42,84.0,2024,20,19.0,1.0,5.0,95.0,221562,2271,97,2884.0,45.4161,4.7266
42058,Chazelles-sur-Lavieu,42,84.0,2024,1,1.0,0.0,0.0,100.0,65000,833,78,261.0,45.5405,3.9988
42059,Chazelles-sur-Lyon,42,84.0,2024,45,38.0,7.0,16.0,84.0,206625,2227,94,5543.0,45.6293,4.3717
42060,Chenereilles,42,84.0,2024,1,1.0,0.0,0.0,100.0,219000,1955,112,560.0,45.4857,4.09
42061,Cherier,42,84.0,2024,3,3.0,0.0,0.0,100.0,198000,1259,157,523.0,45.9686,3.8858
42062,Chevrières,42,84.0,2024,8,8.0,0.0,0.0,100.0,222699,2154,105,1150.0,45.5911,4.4087
42063,Chirassimont,42,84.0,2024,3,3.0,0.0,0.0,100.0,68067,988,68,387.0,45.9155,4.2864
42064,Chuyer,42,84.0,2024,7,5.0,2.0,29.0,71.0,301524,3211,96,759.0,45.4531,4.7017
42065,Civens,42,84.0,2024,9,9.0,0.0,0.0,100.0,225144,2008,113,1468.0,45.7682,4.2333
42066,Cleppé,42,84.0,2024,7,7.0,0.0,0.0,100.0,180834,2093,94,572.0,45.7546,4.1765
42067,Colombier,42,84.0,2024,2,2.0,0.0,0.0,100.0,140000,1594,92,294.0,45.353,4.5965
42068,Combre,42,84.0,2024,5,5.0,0.0,0.0,100.0,206460,1714,121,411.0,46.0182,4.2609
42069,Commelle-Vernay,42,84.0,2024,31,31.0,0.0,0.0,100.0,197483,1888,106,3050.0,45.996,4.0569
42070,Cordelle,42,84.0,2024,12,12.0,0.0,0.0,100.0,174016,1798,96,941.0,45.9404,4.059
42071,Le Coteau,42,84.0,2024,113,32.0,81.0,72.0,28.0,116154,1607,75,6845.0,46.0217,4.0925
42073,Cottance,42,84.0,2024,10,10.0,0.0,0.0,100.0,185586,1793,104,755.0,45.7998,4.2927
42074,Coutouvre,42,84.0,2024,12,12.0,0.0,0.0,100.0,166330,1772,94,1085.0,46.0736,4.2049
42075,Craintilleux,42,84.0,2024,6,6.0,0.0,0.0,100.0,261442,2526,105,1342.0,45.576,4.2306
42076,Cremeaux,42,84.0,2024,6,6.0,0.0,0.0,100.0,101822,1284,82,914.0,45.9144,3.9234
42077,Croizet-sur-Gand,42,84.0,2024,3,3.0,0.0,0.0,100.0,86333,1073,94,320.0,45.9104,4.2188
42078,Le Crozet,42,84.0,2024,3,3.0,0.0,0.0,100.0,98283,1371,77,252.0,46.1737,3.8381
42079,Cuinzier,42,84.0,2024,7,7.0,0.0,0.0,100.0,106799,1073,99,707.0,46.124,4.2649
42081,Cuzieu,42,84.0,2024,12,11.0,1.0,8.0,92.0,190625,1662,122,1469.0,45.605,4.2599
42083,Dargoire,42,84.0,2024,4,4.0,0.0,0.0,100.0,222650,3065,78,524.0,45.5627,4.6735
42085,Doizieux,42,84.0,2024,6,5.0,1.0,17.0,83.0,226367,3147,84,856.0,45.4148,4.5853
42086,Écoche,42,84.0,2024,9,9.0,0.0,0.0,100.0,126089,1253,103,525.0,46.1524,4.3077
42087,Écotay-l'Olme,42,84.0,2024,10,10.0,0.0,0.0,100.0,240595,2051,113,1334.0,45.5878,4.0452
42088,Épercieux-Saint-Paul,42,84.0,2024,9,9.0,0.0,0.0,100.0,218994,1747,136,732.0,45.7929,4.2015
42089,Essertines-en-Châtelneuf,42,84.0,2024,4,4.0,0.0,0.0,100.0,142125,1506,86,667.0,45.6205,3.9969
42090,Essertines-en-Donzy,42,84.0,2024,4,4.0,0.0,0.0,100.0,141250,1281,110,477.0,45.7577,4.3374
42091,Estivareilles,42,84.0,2024,7,7.0,0.0,0.0,100.0,136836,1695,83,721.0,45.4345,4.0068
42092,L'Étrat,42,84.0,2024,35,19.0,16.0,46.0,54.0,277454,2520,109,2879.0,45.4942,4.3716
42093,Farnay,42,84.0,2024,6,6.0,0.0,0.0,100.0,288583,3697,82,1355.0,45.484,4.6004
42094,Feurs,42,84.0,2024,94,49.0,45.0,48.0,52.0,170343,2061,87,8367.0,45.732,4.2313
42095,Firminy,42,84.0,2024,159,50.0,109.0,69.0,31.0,112961,1342,82,17060.0,45.3827,4.2895
42096,Fontanès,42,84.0,2024,4,3.0,1.0,25.0,75.0,171000,1626,103,690.0,45.5435,4.4316
42097,La Fouillouse,42,84.0,2024,58,39.0,19.0,33.0,67.0,253345,2391,100,4630.0,45.4995,4.3198
42098,Fourneaux,42,84.0,2024,4,3.0,1.0,25.0,75.0,215600,1372,149,563.0,45.9438,4.2698
42099,Fraisses,42,84.0,2024,28,13.0,15.0,54.0,46.0,170376,1960,86,3872.0,45.3837,4.2598
42101,Graix,42,84.0,2024,3,3.0,0.0,0.0,100.0,281000,2542,115,128.0,45.3606,4.5544
42102,Grammond,42,84.0,2024,4,4.0,0.0,0.0,100.0,217770,2075,107,887.0,45.573,4.4438
42103,La Grand-Croix,42,84.0,2024,38,20.0,18.0,47.0,53.0,221226,2379,91,4947.0,45.5042,4.5569
42104,La Gresle,42,84.0,2024,8,8.0,0.0,0.0,100.0,98981,1046,90,857.0,46.0752,4.2727
42105,Grézieux-le-Fromental,42,84.0,2024,3,3.0,0.0,0.0,100.0,191856,1568,128,254.0,45.6144,4.1517
42106,Grézolles,42,84.0,2024,4,4.0,0.0,0.0,100.0,53988,819,74,235.0,45.8632,3.9477
42107,Gumières,42,84.0,2024,1,1.0,0.0,0.0,100.0,60350,1207,50,325.0,45.5294,3.9831
42108,L'Hôpital-le-Grand,42,84.0,2024,8,8.0,0.0,0.0,100.0,202550,2068,101,1053.0,45.5875,4.1957
42110,L'Horme,42,84.0,2024,53,26.0,27.0,51.0,49.0,211052,2207,93,4806.0,45.4935,4.5433
42112,Jarnosse,42,84.0,2024,4,4.0,0.0,0.0,100.0,144474,1165,126,410.0,46.0984,4.2418
42115,Jonzieux,42,84.0,2024,11,11.0,0.0,0.0,100.0,186000,1731,114,1227.0,45.3193,4.3591
42116,Juré,42,84.0,2024,3,3.0,0.0,0.0,100.0,95117,1368,64,242.0,45.8912,3.8988
42117,Lavieu,42,84.0,2024,1,1.0,0.0,0.0,100.0,80000,1096,73,117.0,45.5396,4.0413
42118,Lay,42,84.0,2024,5,5.0,0.0,0.0,100.0,124600,1725,80,777.0,45.9669,4.2432
42119,Leigneux,42,84.0,2024,6,6.0,0.0,0.0,100.0,124667,1355,87,359.0,45.7444,3.9868
42120,Lentigny,42,84.0,2024,8,8.0,0.0,0.0,100.0,168981,1672,105,1794.0,45.993,3.9756
42121,Lérigneux,42,84.0,2024,2,2.0,0.0,0.0,100.0,305000,2508,112,173.0,45.5947,3.9458
42122,Lézigneux,42,84.0,2024,11,10.0,1.0,9.0,91.0,239728,1885,116,1739.0,45.5601,4.0555
42123,Lorette,42,84.0,2024,50,25.0,25.0,50.0,50.0,180316,2203,84,4983.0,45.5088,4.5819
42124,Lupé,42,84.0,2024,3,3.0,0.0,0.0,100.0,170177,1597,117,314.0,45.3721,4.7019
42125,Luré,42,84.0,2024,1,1.0,0.0,0.0,100.0,200000,1639,122,136.0,45.8846,3.9314
42126,Luriecq,42,84.0,2024,9,9.0,0.0,0.0,100.0,176472,1737,106,1238.0,45.4546,4.0724
42127,Mably,42,84.0,2024,63,58.0,5.0,8.0,92.0,163209,1914,87,7233.0,46.0916,4.0657
42128,Machézal,42,84.0,2024,3,3.0,0.0,0.0,100.0,212470,1472,155,403.0,45.9285,4.3147
42129,Maclas,42,84.0,2024,10,10.0,0.0,0.0,100.0,232441,2230,107,1868.0,45.363,4.6973
42130,Magneux-Haute-Rive,42,84.0,2024,2,2.0,0.0,0.0,100.0,277350,2243,124,555.0,45.6691,4.1723
42131,Maizilly,42,84.0,2024,1,1.0,0.0,0.0,100.0,109000,1172,93,317.0,46.177,4.2428
42132,Malleval,42,84.0,2024,4,4.0,0.0,0.0,100.0,182182,2180,84,648.0,45.3842,4.7264
42133,Marcenod,42,84.0,2024,2,2.0,0.0,0.0,100.0,120000,1857,72,698.0,45.5729,4.4802
42134,Marcilly-le-Châtel,42,84.0,2024,16,16.0,0.0,0.0,100.0,177916,1934,93,1401.0,45.6888,4.0269
42135,Marclopt,42,84.0,2024,1,1.0,0.0,0.0,100.0,170000,1717,99,552.0,45.6632,4.2227
42136,Marcoux,42,84.0,2024,6,6.0,0.0,0.0,100.0,104667,820,133,781.0,45.7037,3.9959
42137,Margerie-Chantagret,42,84.0,2024,7,7.0,0.0,0.0,100.0,165571,1630,124,860.0,45.5265,4.0488
42138,Maringes,42,84.0,2024,4,4.0,0.0,0.0,100.0,265272,2215,119,677.0,45.6611,4.3564
42139,Marlhes,42,84.0,2024,8,6.0,2.0,25.0,75.0,165750,1609,102,1312.0,45.2915,4.3936
42140,Marols,42,84.0,2024,2,2.0,0.0,0.0,100.0,183500,2252,87,462.0,45.4726,4.0372
42141,Mars,42,84.0,2024,7,7.0,0.0,0.0,100.0,132114,1268,105,555.0,46.1498,4.2526
42142,Merle-Leignec,42,84.0,2024,2,2.0,0.0,0.0,100.0,127125,1806,70,324.0,45.3678,4.028
42143,Mizérieux,42,84.0,2024,3,3.0,0.0,0.0,100.0,192400,1953,97,538.0,45.7905,4.1646
42145,Montagny,42,84.0,2024,12,10.0,2.0,17.0,83.0,165794,1833,86,1110.0,46.0292,4.2227
42146,Montarcher,42,84.0,2024,1,1.0,0.0,0.0,100.0,160000,1067,150,63.0,45.4593,3.9901
42147,Montbrison,42,84.0,2024,180,91.0,89.0,49.0,51.0,169192,2060,83,16123.0,45.6016,4.0719
42148,Montchal,42,84.0,2024,5,5.0,0.0,0.0,100.0,111800,1131,95,512.0,45.8263,4.3328
42149,Montrond-les-Bains,42,84.0,2024,51,30.0,21.0,41.0,59.0,186929,2286,82,5652.0,45.638,4.2429
42150,Montverdun,42,84.0,2024,4,4.0,0.0,0.0,100.0,142500,1261,114,1283.0,45.7088,4.0785
42151,Mornand-en-Forez,42,84.0,2024,3,3.0,0.0,0.0,100.0,272967,2336,122,427.0,45.6732,4.1191
42152,Nandax,42,84.0,2024,6,6.0,0.0,0.0,100.0,261483,2766,109,564.0,46.0996,4.1732
42153,Neaux,42,84.0,2024,10,8.0,2.0,20.0,80.0,183970,1566,126,485.0,45.9583,4.1636
42154,Néronde,42,84.0,2024,3,2.0,1.0,33.0,67.0,79333,826,98,484.0,45.8392,4.233
42155,Nervieux,42,84.0,2024,8,8.0,0.0,0.0,100.0,173350,1781,99,1040.0,45.8121,4.1475
42156,Neulise,42,84.0,2024,11,10.0,1.0,9.0,91.0,96893,1212,80,1344.0,45.9037,4.1681
42157,Noailly,42,84.0,2024,5,5.0,0.0,0.0,100.0,140348,1991,101,824.0,46.1382,4.0052
42159,Noirétable,42,84.0,2024,8,8.0,0.0,0.0,100.0,233988,1801,126,1585.0,45.8073,3.7384
42160,Nollieux,42,84.0,2024,2,2.0,0.0,0.0,100.0,187325,1904,99,184.0,45.8187,3.9899
42161,Notre-Dame-de-Boisset,42,84.0,2024,4,4.0,0.0,0.0,100.0,263792,2267,117,571.0,45.9896,4.1325
42162,Ouches,42,84.0,2024,7,7.0,0.0,0.0,100.0,205807,1914,109,1138.0,46.011,3.9921
42163,La Pacaudière,42,84.0,2024,9,9.0,0.0,0.0,100.0,144367,1574,96,1088.0,46.1828,3.8776
42165,Panissières,42,84.0,2024,38,36.0,2.0,5.0,95.0,148229,1505,100,2911.0,45.7926,4.3428
42166,Parigny,42,84.0,2024,3,3.0,0.0,0.0,100.0,176333,2035,88,629.0,45.9892,4.093
42167,Pavezin,42,84.0,2024,4,3.0,1.0,25.0,75.0,185375,2542,80,400.0,45.467,4.6605
42168,Pélussin,42,84.0,2024,36,27.0,9.0,25.0,75.0,224366,2301,99,3727.0,45.4236,4.6611
42169,Périgneux,42,84.0,2024,20,20.0,0.0,0.0,100.0,183532,2027,91,1621.0,45.4496,4.1489
42170,Perreux,42,84.0,2024,16,16.0,0.0,0.0,100.0,214894,1842,113,2111.0,46.0397,4.1427
42171,Pinay,42,84.0,2024,2,2.0,0.0,0.0,100.0,118618,1638,72,286.0,45.8707,4.1307
42172,Planfoy,42,84.0,2024,8,7.0,1.0,12.0,88.0,235512,2144,118,1075.0,45.3848,4.4265
42173,Pommiers-en-Forez,42,84.0,2024,4,4.0,0.0,0.0,100.0,126790,1546,97,378.0,45.8327,4.0785
42174,Poncins,42,84.0,2024,6,6.0,0.0,0.0,100.0,250708,2248,111,1318.0,45.7297,4.1551
