code_insee,nom_commune,code_departement,code_region,annee,nb_mutations,nb_maisons,nb_appartements,prop_maison,prop_appartement,prix_moyen,prix_m2_moyen,surface_moyenne,population,latitude,longitude
01001,L'Abergement-Clémenciat,01,84.0,2024,4,4.0,0.0,0.0,100.0,290575,3258,96,860.0,46.1517,4.9306
01002,L'Abergement-de-Varey,01,84.0,2024,2,2.0,0.0,0.0,100.0,267500,1942,140,270.0,46.0071,5.4247
01004,Ambérieu-en-Bugey,01,84.0,2024,133,70.0,63.0,47.0,53.0,194332,2323,83,15934.0,45.9575,5.3706
01005,Ambérieux-en-Dombes,01,84.0,2024,47,16.0,31.0,66.0,34.0,228481,2711,85,1906.0,45.9992,4.9119
01007,Ambronay,01,84.0,2024,24,24.0,0.0,0.0,100.0,223065,2322,95,2841.0,46.0099,5.3627
01008,Ambutrix,01,84.0,2024,10,10.0,0.0,0.0,100.0,239000,2431,100,760.0,45.9347,5.3359
01009,Andert-et-Condon,01,84.0,2024,10,9.0,1.0,10.0,90.0,234210,2084,117,348.0,45.7841,5.6607
01010,Anglefort,01,84.0,2024,10,10.0,0.0,0.0,100.0,242510,2437,98,1174.0,45.9086,5.7948
01011,Apremont,01,84.0,2024,1,1.0,0.0,0.0,100.0,209000,1384,151,415.0,46.2045,5.6619
01012,Aranc,01,84.0,2024,2,2.0,0.0,0.0,100.0,71250,1029,76,331.0,45.9972,5.514
01013,Arandas,01,84.0,2024,3,3.0,0.0,0.0,100.0,118000,1912,71,138.0,45.8885,5.4982
01014,Arbent,01,84.0,2024,17,9.0,8.0,47.0,53.0,199952,2471,93,3555.0,46.2838,5.6879
01015,Arboys en Bugey,01,84.0,2024,5,5.0,0.0,0.0,100.0,203560,1706,116,710.0,45.7189,5.6404
01016,Arbigny,01,84.0,2024,3,3.0,0.0,0.0,100.0,203770,2141,96,462.0,46.4808,4.9613
01017,Argis,01,84.0,2024,13,12.0,1.0,8.0,92.0,104308,1154,95,419.0,45.9322,5.4819
01019,Armix,01,84.0,2024,1,1.0,0.0,0.0,100.0,150000,1705,88,25.0,45.8523,5.5837
01021,Ars-sur-Formans,01,84.0,2024,9,7.0,2.0,22.0,78.0,277627,2811,100,1528.0,45.9904,4.8195
01022,Artemare,01,84.0,2024,21,21.0,0.0,0.0,100.0,197651,2013,99,1139.0,45.8701,5.692
01023,Asnières-sur-Saône,01,84.0,2024,1,1.0,0.0,0.0,100.0,276300,2047,135,78.0,46.3859,4.882
01024,Attignat,01,84.0,2024,28,25.0,3.0,11.0,89.0,239011,2318,100,3409.0,46.2858,5.1823
01025,Bâgé-Dommartin,01,84.0,2024,31,30.0,1.0,3.0,97.0,190972,1874,104,4050.0,46.3277,4.9704
01026,Bâgé-le-Châtel,01,84.0,2024,10,10.0,0.0,0.0,100.0,203533,2157,92,971.0,46.3081,4.9305
01027,Balan,01,84.0,2024,17,11.0,6.0,35.0,65.0,280812,3195,87,3077.0,45.8268,5.1076
01028,Baneins,01,84.0,2024,7,7.0,0.0,0.0,100.0,269857,2520,106,621.0,46.1117,4.9045
01029,Beaupont,01,84.0,2024,11,11.0,0.0,0.0,100.0,170455,1570,108,734.0,46.4274,5.2634
01030,Beauregard,01,84.0,2024,10,8.0,2.0,20.0,80.0,230252,2537,91,872.0,46.0012,4.7567
01031,Bellignat,01,84.0,2024,31,12.0,19.0,61.0,39.0,135869,1667,75,3525.0,46.2402,5.6371
01032,Béligneux,01,84.0,2024,23,16.0,7.0,30.0,70.0,310777,2789,113,3535.0,45.8622,5.1415
01033,Valserhône,01,84.0,2024,206,74.0,132.0,64.0,36.0,214460,2576,83,16712.0,46.1234,5.7944
01034,Belley,01,84.0,2024,93,51.0,42.0,45.0,55.0,167930,2005,86,9388.0,45.743,5.6927
01036,Valromey-sur-Séran,01,84.0,2024,23,22.0,1.0,4.0,96.0,223335,2073,111,1351.0,45.9236,5.6626
01037,Bénonces,01,84.0,2024,3,3.0,0.0,0.0,100.0,110667,1545,101,311.0,45.842,5.4834
01038,Bény,01,84.0,2024,8,8.0,0.0,0.0,100.0,168275,1621,110,777.0,46.3189,5.2789
01040,Béréziat,01,84.0,2024,2,2.0,0.0,0.0,100.0,349950,2518,139,475.0,46.3699,5.0431
01041,Bettant,01,84.0,2024,10,10.0,0.0,0.0,100.0,153400,1665,92,774.0,45.9366,5.3648
01042,Bey,01,84.0,2024,3,3.0,0.0,0.0,100.0,333138,2643,129,286.0,46.2182,4.844
01043,Beynost,01,84.0,2024,52,40.0,12.0,23.0,77.0,390978,3428,118,5198.0,45.8359,4.9964
01044,Billiat,01,84.0,2024,7,6.0,1.0,14.0,86.0,298729,4062,96,713.0,46.0778,5.7632
01045,Birieux,01,84.0,2024,1,1.0,0.0,0.0,100.0,265000,3487,76,275.0,45.9509,5.0401
01046,Biziat,01,84.0,2024,4,4.0,0.0,0.0,100.0,294750,2534,121,889.0,46.224,4.9393
01047,Blyes,01,84.0,2024,10,10.0,0.0,0.0,100.0,341822,2953,115,1401.0,45.8442,5.2515
01049,La Boisse,01,84.0,2024,26,22.0,4.0,15.0,85.0,335851,2900,121,3449.0,45.8483,5.0262
01050,Boissey,01,84.0,2024,6,6.0,0.0,0.0,100.0,217505,1950,115,396.0,46.3723,4.9975
01051,Bolozon,01,84.0,2024,3,3.0,0.0,0.0,100.0,106000,1140,81,103.0,46.1971,5.4701
01052,Bouligneux,01,84.0,2024,1,1.0,0.0,0.0,100.0,326500,2744,119,318.0,46.0202,4.9957
01053,Bourg-en-Bresse,01,84.0,2024,521,106.0,415.0,80.0,20.0,151840,2083,73,42372.0,46.2027,5.2469
01054,Bourg-Saint-Christophe,01,84.0,2024,16,16.0,0.0,0.0,100.0,306256,2777,114,1562.0,45.8842,5.1393
01056,Boyeux-Saint-Jérôme,01,84.0,2024,5,5.0,0.0,0.0,100.0,93128,1364,73,367.0,46.0356,5.4616
01057,Boz,01,84.0,2024,6,6.0,0.0,0.0,100.0,133333,2048,73,513.0,46.4089,4.9166
01058,Brégnier-Cordon,01,84.0,2024,14,13.0,1.0,7.0,93.0,179081,1976,93,804.0,45.6406,5.6174
01060,Brénod,01,84.0,2024,10,10.0,0.0,0.0,100.0,144968,1196,140,576.0,46.0791,5.6116
01061,Brens,01,84.0,2024,6,5.0,1.0,17.0,83.0,242150,1970,138,1123.0,45.7163,5.69
01062,Bressolles,01,84.0,2024,9,9.0,0.0,0.0,100.0,341733,3084,116,1028.0,45.8714,5.0984
01063,Brion,01,84.0,2024,4,4.0,0.0,0.0,100.0,308125,2354,142,592.0,46.1689,5.5477
01064,Briord,01,84.0,2024,15,15.0,0.0,0.0,100.0,217911,2257,101,1119.0,45.768,5.4832
01065,Buellas,01,84.0,2024,13,11.0,2.0,15.0,85.0,264546,2311,117,1899.0,46.2116,5.1468
01066,La Burbanche,01,84.0,2024,1,1.0,0.0,0.0,100.0,96400,1555,62,98.0,45.8629,5.548
01067,Ceignes,01,84.0,2024,1,1.0,0.0,0.0,100.0,262000,1317,199,257.0,46.1258,5.4957
01068,Cerdon,01,84.0,2024,6,6.0,0.0,0.0,100.0,147633,1286,124,747.0,46.075,5.4755
01069,Certines,01,84.0,2024,10,6.0,4.0,40.0,60.0,187921,2650,71,1531.0,46.1336,5.2638
01071,Cessy,01,84.0,2024,48,27.0,21.0,44.0,56.0,537799,5160,106,5832.0,46.3157,6.082
01072,Ceyzériat,01,84.0,2024,24,22.0,2.0,8.0,92.0,291358,2721,104,3328.0,46.1822,5.3191
01073,Ceyzérieu,01,84.0,2024,16,16.0,0.0,0.0,100.0,189406,2129,95,1064.0,45.8368,5.7197
01074,Chalamont,01,84.0,2024,27,19.0,8.0,30.0,70.0,215540,2269,92,2533.0,46.0149,5.1735
01075,Chaleins,01,84.0,2024,10,9.0,1.0,10.0,90.0,312787,3212,114,1505.0,46.0361,4.7999
01076,Chaley,01,84.0,2024,2,2.0,0.0,0.0,100.0,130500,1395,92,129.0,45.9511,5.5408
01077,Challes-la-Montagne,01,84.0,2024,4,4.0,0.0,0.0,100.0,211625,1884,114,184.0,46.1237,5.456
01078,Challex,01,84.0,2024,13,9.0,4.0,31.0,69.0,412087,4001,104,1632.0,46.1765,5.9735
01079,Champagne-en-Valromey,01,84.0,2024,7,7.0,0.0,0.0,100.0,236857,1877,131,831.0,45.9317,5.6921
01080,Champdor-Corcelles,01,84.0,2024,5,5.0,0.0,0.0,100.0,132562,1594,87,665.0,46.0371,5.5882
01081,Champfromier,01,84.0,2024,5,5.0,0.0,0.0,100.0,194500,1792,118,725.0,46.2264,5.8216
01082,Chanay,01,84.0,2024,7,6.0,1.0,14.0,86.0,263714,3016,84,574.0,46.0024,5.7674
01083,Chaneins,01,84.0,2024,7,7.0,0.0,0.0,100.0,271657,2471,111,1046.0,46.0947,4.8517
01084,Chanoz-Châtenay,01,84.0,2024,10,10.0,0.0,0.0,100.0,267050,2386,113,989.0,46.1868,5.0302
01085,La Chapelle-du-Châtelard,01,84.0,2024,4,4.0,0.0,0.0,100.0,329715,2361,138,388.0,46.0683,5.0174
01087,Charix,01,84.0,2024,5,5.0,0.0,0.0,100.0,207000,2106,107,280.0,46.1893,5.6773
01088,Charnoz-sur-Ain,01,84.0,2024,6,5.0,1.0,17.0,83.0,297950,3206,95,951.0,45.8756,5.2251
01089,Château-Gaillard,01,84.0,2024,23,21.0,2.0,9.0,91.0,206618,2308,89,2443.0,45.9723,5.3091
01090,Châtenay,01,84.0,2024,4,4.0,0.0,0.0,100.0,292626,2469,122,373.0,46.0276,5.2085
01092,Châtillon-la-Palud,01,84.0,2024,23,22.0,1.0,4.0,96.0,264913,2753,95,1698.0,45.9757,5.246
01093,Châtillon-sur-Chalaronne,01,84.0,2024,49,24.0,25.0,51.0,49.0,243823,2713,94,5250.0,46.1264,4.9549
01094,Chavannes-sur-Reyssouze,01,84.0,2024,9,9.0,0.0,0.0,100.0,175668,1644,109,726.0,46.4403,5.0069
01095,Nivigne et Suran,01,84.0,2024,5,5.0,0.0,0.0,100.0,151200,1653,95,820.0,46.2824,5.4323
01096,Chaveyriat,01,84.0,2024,5,5.0,0.0,0.0,100.0,239352,2350,102,1078.0,46.1991,5.0534
01098,Chazey-Bons,01,84.0,2024,13,11.0,2.0,15.0,85.0,183258,2015,91,1142.0,45.8007,5.6678
01099,Chazey-sur-Ain,01,84.0,2024,12,12.0,0.0,0.0,100.0,270417,2444,116,1632.0,45.8937,5.2604
01101,Chevillard,01,84.0,2024,1,1.0,0.0,0.0,100.0,120000,667,180,149.0,46.1087,5.5815
01102,Chevroux,01,84.0,2024,3,3.0,0.0,0.0,100.0,225005,2253,102,990.0,46.3822,4.9598
01103,Chevry,01,84.0,2024,30,15.0,15.0,50.0,50.0,521926,4900,110,2372.0,46.2841,6.0474
01104,Chézery-Forens,01,84.0,2024,7,5.0,2.0,29.0,71.0,171429,2255,76,433.0,46.2244,5.8693
01105,Civrieux,01,84.0,2024,12,10.0,2.0,17.0,83.0,337641,3400,105,2016.0,45.9208,4.8895
01106,Cize,01,84.0,2024,3,3.0,0.0,0.0,100.0,121000,1804,67,168.0,46.2015,5.45
01107,Cleyzieu,01,84.0,2024,1,1.0,0.0,0.0,100.0,147000,1312,112,143.0,45.9027,5.4317
01108,Coligny,01,84.0,2024,16,14.0,2.0,12.0,88.0,135095,1568,96,1360.0,46.3889,5.3352
01109,Collonges,01,84.0,2024,33,24.0,9.0,27.0,73.0,410026,4143,99,2398.0,46.1397,5.9007
01110,Colomieu,01,84.0,2024,3,3.0,0.0,0.0,100.0,192667,1276,154,159.0,45.7338,5.6269
01111,Conand,01,84.0,2024,1,1.0,0.0,0.0,100.0,220000,1692,130,134.0,45.8836,5.4787
01112,Condamine,01,84.0,2024,3,3.0,0.0,0.0,100.0,185000,2184,85,480.0,46.1056,5.5596
01113,Condeissiat,01,84.0,2024,7,7.0,0.0,0.0,100.0,275429,2824,100,839.0,46.1541,5.0863
01114,Confort,01,84.0,2024,4,3.0,1.0,25.0,75.0,345313,3612,98,668.0,46.1536,5.8358
01115,Confrançon,01,84.0,2024,10,9.0,1.0,10.0,90.0,224929,1997,112,1356.0,46.2732,5.06
01116,Contrevoz,01,84.0,2024,7,7.0,0.0,0.0,100.0,178143,1451,126,494.0,45.7971,5.6164
01117,Conzieu,01,84.0,2024,1,1.0,0.0,0.0,100.0,129000,1142,113,155.0,45.7246,5.602
01118,Corbonod,01,84.0,2024,17,16.0,1.0,6.0,94.0,322615,3249,104,1333.0,45.9668,5.7902
01123,Cormoranche-sur-Saône,01,84.0,2024,8,8.0,0.0,0.0,100.0,302110,2154,136,1179.0,46.2459,4.8305
01124,Cormoz,01,84.0,2024,7,7.0,0.0,0.0,100.0,203556,1943,101,703.0,46.4375,5.2209
01125,Corveissiat,01,84.0,2024,8,8.0,0.0,0.0,100.0,203220,1719,118,601.0,46.2514,5.4771
01127,Courmangoux,01,84.0,2024,3,3.0,0.0,0.0,100.0,173333,1506,119,522.0,46.3243,5.3585
01128,Courtes,01,84.0,2024,4,4.0,0.0,0.0,100.0,175375,1577,111,289.0,46.4564,5.1128
01129,Crans,01,84.0,2024,2,2.0,0.0,0.0,100.0,221500,1758,121,326.0,45.9667,5.1917
01130,Bresse Vallons,01,84.0,2024,21,21.0,0.0,0.0,100.0,216357,2134,113,2388.0,46.3271,5.1822
01133,Cressin-Rochefort,01,84.0,2024,2,1.0,1.0,50.0,50.0,192500,1290,152,380.0,45.7833,5.765
01134,Crottet,01,84.0,2024,14,12.0,2.0,14.0,86.0,215328,2111,103,1847.0,46.2848,4.876
01135,Crozet,01,84.0,2024,23,15.0,8.0,35.0,65.0,518865,4825,107,2416.0,46.2906,5.9929
01136,Cruzilles-lès-Mépillat,01,84.0,2024,9,9.0,0.0,0.0,100.0,281478,2019,152,984.0,46.2233,4.876
01138,Culoz-Béon,01,84.0,2024,33,23.0,10.0,30.0,70.0,167801,1954,86,3453.0,45.8553,5.7716
01139,Curciat-Dongalon,01,84.0,2024,9,9.0,0.0,0.0,100.0,169389,1366,127,472.0,46.4883,5.1666
01140,Curtafond,01,84.0,2024,4,4.0,0.0,0.0,100.0,357500,3231,100,825.0,46.2742,5.1051
01141,Cuzieu,01,84.0,2024,8,8.0,0.0,0.0,100.0,286996,2347,126,424.0,45.8216,5.6802
01142,Dagneux,01,84.0,2024,36,24.0,12.0,33.0,67.0,269574,2780,101,4778.0,45.854,5.0748
01143,Divonne-les-Bains,01,84.0,2024,167,39.0,128.0,77.0,23.0,615064,5989,100,10464.0,46.3754,6.1114
01145,Dompierre-sur-Veyle,01,84.0,2024,8,8.0,0.0,0.0,100.0,293438,2615,113,1245.0,46.0672,5.2167
01146,Dompierre-sur-Chalaronne,01,84.0,2024,6,6.0,0.0,0.0,100.0,188883,1721,118,456.0,46.142,4.9004
01147,Domsure,01,84.0,2024,3,3.0,0.0,0.0,100.0,199400,1738,120,554.0,46.4211,5.2945
01148,Dortan,01,84.0,2024,15,14.0,1.0,7.0,93.0,200039,2182,95,2074.0,46.3184,5.6443
01149,Douvres,01,84.0,2024,8,7.0,1.0,12.0,88.0,281268,2646,101,1104.0,45.9847,5.3724
01150,Drom,01,84.0,2024,3,3.0,0.0,0.0,100.0,186103,1639,112,215.0,46.2202,5.3674
01151,Druillat,01,84.0,2024,10,10.0,0.0,0.0,100.0,253400,1997,132,1129.0,46.0691,5.2947
01152,Échallon,01,84.0,2024,4,4.0,0.0,0.0,100.0,341250,2737,120,784.0,46.2293,5.7346
01153,Échenevex,01,84.0,2024,22,19.0,3.0,14.0,86.0,657260,5073,129,2328.0,46.3197,6.018
01156,Faramans,01,84.0,2024,4,4.0,0.0,0.0,100.0,389186,3634,109,934.0,45.9086,5.126
01157,Fareins,01,84.0,2024,40,38.0,2.0,5.0,95.0,337529,2936,116,2533.0,46.0235,4.7682
01158,Farges,01,84.0,2024,11,8.0,3.0,27.0,73.0,344327,3862,92,1082.0,46.1657,5.9054
01159,Feillens,01,84.0,2024,26,23.0,3.0,12.0,88.0,184098,2106,94,3411.0,46.3393,4.8866
01160,Ferney-Voltaire,01,84.0,2024,166,17.0,149.0,90.0,10.0,357007,4829,75,12094.0,46.252,6.1061
01162,Flaxieu,01,84.0,2024,1,1.0,0.0,0.0,100.0,150000,1852,81,71.0,45.8125,5.7466
01163,Foissiat,01,84.0,2024,21,19.0,2.0,10.0,90.0,189595,1932,98,2034.0,46.3792,5.1851
01165,Francheleins,01,84.0,2024,16,16.0,0.0,0.0,100.0,316073,3151,109,1597.0,46.0707,4.8111
01166,Frans,01,84.0,2024,25,20.0,5.0,20.0,80.0,323908,3188,107,2582.0,45.9905,4.7819
01167,Garnerans,01,84.0,2024,4,4.0,0.0,0.0,100.0,348698,2537,171,711.0,46.2124,4.8289
01169,Genouilleux,01,84.0,2024,2,2.0,0.0,0.0,100.0,336300,3148,108,701.0,46.1211,4.7926
01170,Béard-Géovreissiat,01,84.0,2024,7,7.0,0.0,0.0,100.0,205286,1956,113,1048.0,46.1884,5.5497
01171,Géovreisset,01,84.0,2024,1,1.0,0.0,0.0,100.0,235000,2423,97,852.0,46.2518,5.6163
01173,Gex,01,84.0,2024,187,45.0,142.0,76.0,24.0,342607,4533,75,13627.0,46.3515,6.0488
01174,Giron,01,84.0,2024,4,3.0,1.0,25.0,75.0,292475,4885,112,174.0,46.2209,5.7891
01175,Gorrevod,01,84.0,2024,8,8.0,0.0,0.0,100.0,264594,2292,114,815.0,46.4157,4.9507
01177,Grand-Corent,01,84.0,2024,2,1.0,1.0,50.0,50.0,67642,1370,48,183.0,46.2089,5.4388
01179,Grièges,01,84.0,2024,14,14.0,0.0,0.0,100.0,220330,2237,102,1910.0,46.2669,4.8475
01180,Grilly,01,84.0,2024,11,7.0,4.0,36.0,64.0,715577,6141,117,889.0,46.3318,6.1139
01181,Groissiat,01,84.0,2024,8,8.0,0.0,0.0,100.0,263999,2209,122,1205.0,46.227,5.6179
01183,Guéreins,01,84.0,2024,8,8.0,0.0,0.0,100.0,224353,2409,92,1512.0,46.106,4.7839
01184,Hautecourt-Romanèche,01,84.0,2024,12,12.0,0.0,0.0,100.0,170583,2535,97,748.0,46.1592,5.4311
01185,Plateau d'Hauteville,01,84.0,2024,39,33.0,6.0,15.0,85.0,151811,1749,93,4857.0,45.9305,5.5775
01187,Haut Valromey,01,84.0,2024,9,7.0,2.0,22.0,78.0,151308,1968,84,801.0,46.0436,5.6846
01188,Illiat,01,84.0,2024,3,3.0,0.0,0.0,100.0,179667,1896,96,702.0,46.1838,4.8884
01189,Injoux-Génissiat,01,84.0,2024,7,6.0,1.0,14.0,86.0,260571,2005,142,1115.0,46.0505,5.7678
01190,Innimond,01,84.0,2024,3,3.0,0.0,0.0,100.0,243643,1368,198,95.0,45.7875,5.5723
01191,Izenave,01,84.0,2024,3,3.0,0.0,0.0,100.0,144667,1460,134,162.0,46.038,5.5234
01192,Izernore,01,84.0,2024,9,9.0,0.0,0.0,100.0,204889,2267,91,2299.0,46.216,5.5609
01193,Izieu,01,84.0,2024,3,3.0,0.0,0.0,100.0,262333,2773,95,225.0,45.6555,5.6387
01194,Jassans-Riottier,01,84.0,2024,56,31.0,25.0,45.0,55.0,252764,2944,86,6247.0,45.9771,4.7626
01195,Jasseron,01,84.0,2024,25,23.0,2.0,8.0,92.0,236655,2282,104,1917.0,46.2176,5.317
01196,Jayat,01,84.0,2024,14,13.0,1.0,7.0,93.0,186743,1996,94,1261.0,46.3698,5.1117
01197,Journans,01,84.0,2024,4,4.0,0.0,0.0,100.0,214250,2298,94,387.0,46.1455,5.3333
01199,Jujurieux,01,84.0,2024,20,19.0,1.0,5.0,95.0,159400,1664,95,2260.0,46.0503,5.4122
01200,Labalme,01,84.0,2024,2,2.0,0.0,0.0,100.0,191000,1567,128,204.0,46.0915,5.4945
01202,Lagnieu,01,84.0,2024,85,44.0,41.0,48.0,52.0,197966,2262,90,7411.0,45.8863,5.3396
01203,Laiz,01,84.0,2024,6,6.0,0.0,0.0,100.0,222423,2214,107,1293.0,46.2462,4.9006
01204,Le Poizat-Lalleyriat,01,84.0,2024,6,6.0,0.0,0.0,100.0,201497,1910,111,732.0,46.1392,5.6955
01206,Lantenay,01,84.0,2024,2,1.0,1.0,50.0,50.0,170500,1688,84,260.0,46.0531,5.5379
01207,Lapeyrouse,01,84.0,2024,2,2.0,0.0,0.0,100.0,155000,2595,60,348.0,45.9849,4.9821
01209,Léaz,01,84.0,2024,8,7.0,1.0,12.0,88.0,313899,3086,117,912.0,46.1114,5.8768
01210,Lélex,01,84.0,2024,19,2.0,17.0,89.0,11.0,138588,2424,47,241.0,46.2856,5.9274
01211,Lent,01,84.0,2024,8,7.0,1.0,12.0,88.0,223425,2241,97,1512.0,46.1165,5.1974
01212,Lescheroux,01,84.0,2024,11,10.0,1.0,9.0,91.0,141936,1398,106,726.0,46.4089,5.1573
01213,Leyment,01,84.0,2024,12,11.0,1.0,8.0,92.0,226097,2647,85,1441.0,45.9287,5.2927
01214,Leyssard,01,84.0,2024,1,1.0,0.0,0.0,100.0,855420,2940,291,164.0,46.1605,5.4767
01215,Surjoux-Lhopital,01,84.0,2024,1,1.0,0.0,0.0,100.0,443000,2786,159,138.0,46.0302,5.7666
01216,Lhuis,01,84.0,2024,8,8.0,0.0,0.0,100.0,199332,2206,91,886.0,45.7469,5.5398
01219,Lompnas,01,84.0,2024,1,1.0,0.0,0.0,100.0,191630,1843,104,171.0,45.8118,5.5263
01224,Loyettes,01,84.0,2024,23,18.0,5.0,22.0,78.0,243478,2306,108,3554.0,45.7953,5.2163
01225,Lurcy,01,84.0,2024,4,4.0,0.0,0.0,100.0,438812,3392,126,406.0,46.0628,4.7802
01227,Magnieu,01,84.0,2024,7,7.0,0.0,0.0,100.0,203986,2107,95,651.0,45.7763,5.7197
01228,Maillat,01,84.0,2024,3,2.0,1.0,33.0,67.0,212280,3225,75,669.0,46.1204,5.535
01229,Malafretaz,01,84.0,2024,12,12.0,0.0,0.0,100.0,210904,1960,112,1257.0,46.3299,5.1462
01230,Mantenay-Montlin,01,84.0,2024,4,4.0,0.0,0.0,100.0,237625,1688,147,331.0,46.4318,5.1064
01231,Manziat,01,84.0,2024,17,17.0,0.0,0.0,100.0,236734,2251,106,2018.0,46.3651,4.9026
01232,Marboz,01,84.0,2024,20,18.0,2.0,10.0,90.0,225602,2046,111,2264.0,46.3452,5.2461
01233,Marchamp,01,84.0,2024,1,1.0,0.0,0.0,100.0,217750,1502,145,137.0,45.7762,5.5509
01234,Marignieu,01,84.0,2024,1,1.0,0.0,0.0,100.0,318000,1590,200,162.0,45.8023,5.718
01235,Marlieux,01,84.0,2024,8,7.0,1.0,12.0,88.0,208075,1942,101,1185.0,46.0542,5.0756
01236,Marsonnas,01,84.0,2024,12,10.0,2.0,17.0,83.0,168233,1588,108,1039.0,46.3401,5.0608
01237,Martignat,01,84.0,2024,11,4.0,7.0,64.0,36.0,148746,1852,78,1664.0,46.203,5.6099
01238,Massieux,01,84.0,2024,27,24.0,3.0,11.0,89.0,340671,3235,107,2843.0,45.9101,4.8279
01239,Massignieu-de-Rives,01,84.0,2024,7,7.0,0.0,0.0,100.0,240370,1919,116,650.0,45.7564,5.7566
01240,Matafelon-Granges,01,84.0,2024,15,15.0,0.0,0.0,100.0,185289,2257,93,623.0,46.2505,5.5272
01241,Meillonnas,01,84.0,2024,9,9.0,0.0,0.0,100.0,285897,2497,119,1426.0,46.2451,5.3347
01242,Mérignat,01,84.0,2024,1,1.0,0.0,0.0,100.0,135000,1500,90,129.0,46.065,5.4425
01243,Messimy-sur-Saône,01,84.0,2024,8,8.0,0.0,0.0,100.0,298912,3096,100,1338.0,46.048,4.7609
01244,Meximieux,01,84.0,2024,74,43.0,31.0,42.0,58.0,272511,2888,93,8247.0,45.9047,5.2116
01245,Bohas-Meyriat-Rignat,01,84.0,2024,4,4.0,0.0,0.0,100.0,128750,1246,112,938.0,46.1422,5.375
01246,Mézériat,01,84.0,2024,10,10.0,0.0,0.0,100.0,180605,1904,94,2172.0,46.2424,5.0481
01247,Mijoux,01,84.0,2024,21,5.0,16.0,76.0,24.0,92905,2714,40,299.0,46.3593,6.0106
01248,Mionnay,01,84.0,2024,23,15.0,8.0,35.0,65.0,299840,3491,88,2294.0,45.8959,4.9274
01249,Miribel,01,84.0,2024,97,53.0,44.0,45.0,55.0,302801,3275,90,10395.0,45.8444,4.941
01250,Misérieux,01,84.0,2024,18,18.0,0.0,0.0,100.0,313750,2991,108,2008.0,45.9745,4.8138
01252,Mogneneins,01,84.0,2024,6,6.0,0.0,0.0,100.0,273500,2745,101,841.0,46.1454,4.8203
01254,Montagnat,01,84.0,2024,13,13.0,0.0,0.0,100.0,333538,2888,113,2186.0,46.172,5.2776
01255,Montagnieu,01,84.0,2024,4,4.0,0.0,0.0,100.0,182875,2021,102,668.0,45.802,5.4598
01258,Montceaux,01,84.0,2024,7,7.0,0.0,0.0,100.0,265569,2082,125,1196.0,46.0978,4.8041
01259,Montcet,01,84.0,2024,7,7.0,0.0,0.0,100.0,219286,2061,108,709.0,46.2199,5.1123
01260,Le Montellier,01,84.0,2024,1,1.0,0.0,0.0,100.0,295047,2049,144,336.0,45.9284,5.0699
01261,Monthieux,01,84.0,2024,7,7.0,0.0,0.0,100.0,392501,3039,129,664.0,45.9631,4.948
01262,Montluel,01,84.0,2024,61,29.0,32.0,52.0,48.0,229064,2681,84,6895.0,45.8868,5.0185
01263,Montmerle-sur-Saône,01,84.0,2024,36,29.0,7.0,19.0,81.0,280814,2828,99,3799.0,46.0843,4.759
01264,Montracol,01,84.0,2024,5,5.0,0.0,0.0,100.0,271079,2365,122,1018.0,46.182,5.1234
01265,Montréal-la-Cluse,01,84.0,2024,25,18.0,7.0,28.0,72.0,197736,2032,95,3568.0,46.181,5.5976
01266,Montrevel-en-Bresse,01,84.0,2024,22,11.0,11.0,50.0,50.0,171019,2017,88,2743.0,46.3262,5.1122
01267,Nurieux-Volognat,01,84.0,2024,2,2.0,0.0,0.0,100.0,149000,984,134,965.0,46.1855,5.5155
01268,Murs-et-Gélignieux,01,84.0,2024,2,1.0,1.0,50.0,50.0,370000,4028,104,239.0,45.6404,5.6585
01269,Nantua,01,84.0,2024,32,9.0,23.0,72.0,28.0,107500,1234,95,3416.0,46.1486,5.6079
01272,Neuville-les-Dames,01,84.0,2024,14,13.0,1.0,7.0,93.0,211139,2118,100,1565.0,46.1599,5.0103
01273,Neuville-sur-Ain,01,84.0,2024,18,18.0,0.0,0.0,100.0,218897,2102,104,1794.0,46.0909,5.3702
01274,Les Neyrolles,01,84.0,2024,7,7.0,0.0,0.0,100.0,191286,2466,85,628.0,46.1367,5.6354
01275,Neyron,01,84.0,2024,26,21.0,5.0,19.0,81.0,505727,4093,122,2421.0,45.8204,4.9356
01276,Niévroz,01,84.0,2024,13,13.0,0.0,0.0,100.0,377071,3321,116,1662.0,45.8241,5.0615
01277,Nivollet-Montgriffon,01,84.0,2024,3,3.0,0.0,0.0,100.0,100667,1450,70,122.0,46.0002,5.4567
01279,Oncieu,01,84.0,2024,3,3.0,0.0,0.0,100.0,116833,1304,89,72.0,45.9685,5.4716
01280,Ordonnaz,01,84.0,2024,3,2.0,1.0,33.0,67.0,122927,1957,67,151.0,45.8357,5.5439
01281,Ornex,01,84.0,2024,49,16.0,33.0,67.0,33.0,469042,5232,89,5082.0,46.2779,6.0953
01282,Outriaz,01,84.0,2024,3,3.0,0.0,0.0,100.0,136667,1621,80,263.0,46.0631,5.5543
01283,Oyonnax,01,84.0,2024,154,59.0,95.0,62.0,38.0,130659,1564,82,22480.0,46.2599,5.6517
01284,Ozan,01,84.0,2024,6,6.0,0.0,0.0,100.0,211736,2463,86,732.0,46.3863,4.9191
